"quadrat","quadrat_depth_m","species","length_cm","site","region","region_nation","date","depth_band","visibility_m","bearing","reg_id"
"1",4.9,"Pterygophora californicum",84,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"1",4.9,"Pterygophora californicum",34,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"1",4.9,"Pterygophora californicum",68,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"1",4.9,"Pterygophora californicum",22,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"1",4.9,"Pterygophora californicum",17,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",158,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",167,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",81,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",31,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",63,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",88,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",121,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",96,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",88,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",101,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",74,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",104,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",177,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",117,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Cymathere triplicata",21,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"2",4.8,"Pterygophora californicum",32,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Cymathere triplicata",124,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Cymathere triplicata",139,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Cymathere triplicata",151,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Cymathere triplicata",167,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Cymathere triplicata",20,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",40,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",22,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",57,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",30,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",44,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",55,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",38,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"3",5,"Pterygophora californicum",31,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",88,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",74,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",68,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",70,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",73,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",119,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",133,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",179,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",280,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",152,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",201,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Cymathere triplicata",112,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Pterygophora californicum",38,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"4",5,"Pterygophora californicum",42,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"5",5.3,"Cymathere triplicata",302,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"5",5.3,"Cymathere triplicata",180,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"5",5.3,"Cymathere triplicata",110,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"5",5.3,"Cymathere triplicata",181,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"5",5.3,"Cymathere triplicata",294,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"5",5.3,"Cymathere triplicata",280,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",93,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",183,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",255,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",101,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",210,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",270,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",105,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",175,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",113,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",240,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",90,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",83,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Cymathere triplicata",240,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Laminaria setchellii",44,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Laminaria setchellii",65,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Laminaria setchellii",200,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"6",4.5,"Laminaria setchellii",210,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",98,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",90,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",75,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",153,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",190,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",90,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",230,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Cymathere triplicata",244,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",30,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",22,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",41,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",31,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",50,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",20,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",28,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"7",4.6,"Laminaria setchellii",32,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Cymathere triplicata",66,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Cymathere triplicata",26,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Cymathere triplicata",74,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Cymathere triplicata",82,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Cymathere triplicata",130,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Cymathere triplicata",241,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Cymathere triplicata",130,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Laminaria setchellii",33,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Laminaria setchellii",83,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"8",4.8,"Laminaria setchellii",60,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",96,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",275,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",192,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",75,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",61,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",72,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",81,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",260,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",140,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",110,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",207,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",271,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",140,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",132,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",105,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",133,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",171,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Cymathere triplicata",119,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Laminaria setchellii",89,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Laminaria setchellii",67,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Laminaria setchellii",77,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Laminaria setchellii",34,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Laminaria setchellii",20,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Laminaria setchellii",26,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"9",4.9,"Laminaria setchellii",54,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",270,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",260,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",210,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",53,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",89,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",210,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",190,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",102,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",80,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",260,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",220,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",198,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",102,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",107,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",35,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",241,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",200,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",290,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",207,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",289,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Cymathere triplicata",72,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"10",5.4,"Laminaria setchellii",188,"Cumshewa","Haida Gwaii","Haida",2024-08-09,"shallow",4.5,300,6
"1",7.4,"Neoagarum fimbriatum",125,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"2",7,"Neoagarum fimbriatum",68,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"2",7,"Neoagarum fimbriatum",124,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"2",7,"Neoagarum fimbriatum",57,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"3",7.1,"Neoagarum fimbriatum",81,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"3",7.1,"Neoagarum fimbriatum",92,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"4",7.1,"Neoagarum fimbriatum",17,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"4",7.1,"Neoagarum fimbriatum",134,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"4",7.1,"Neoagarum fimbriatum",76,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"4",7.1,"Neoagarum fimbriatum",71,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"4",7.1,"Neoagarum fimbriatum",111,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"4",7.1,"Neoagarum fimbriatum",32,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"5",7.1,"Neoagarum fimbriatum",186,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"5",7.1,"Neoagarum fimbriatum",127,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"5",7.1,"Neoagarum fimbriatum",113,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"6",6.1,"Neoagarum fimbriatum",56,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"6",6.1,"Neoagarum fimbriatum",62,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"7",5.8,"Neoagarum fimbriatum",108,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"7",5.8,"Neoagarum fimbriatum",79,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"8",6.2,"Neoagarum fimbriatum",59,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"8",6.2,"Neoagarum fimbriatum",63,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"8",6.2,"Neoagarum fimbriatum",35,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"9",6.4,"Neoagarum fimbriatum",93,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"9",6.4,"Neoagarum fimbriatum",81,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"9",6.4,"Neoagarum fimbriatum",44,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"9",6.4,"Neoagarum fimbriatum",148,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"10",6.1,"Neoagarum fimbriatum",116,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"10",6.1,"Neoagarum fimbriatum",80,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"10",6.1,"Neoagarum fimbriatum",112,"Skidegate","Haida Gwaii","Haida",2024-08-10,"deep",1.5,30,6
"4",3.7,"Neoagarum fimbriatum",35,"Skidegate","Haida Gwaii","Haida",2024-08-12,"shallow",1,10,6
"4",3.7,"Neoagarum fimbriatum",32,"Skidegate","Haida Gwaii","Haida",2024-08-12,"shallow",1,10,6
"4",3.7,"Neoagarum fimbriatum",43,"Skidegate","Haida Gwaii","Haida",2024-08-12,"shallow",1,10,6
"7",3.6,"Neoagarum fimbriatum",183,"Skidegate","Haida Gwaii","Haida",2024-08-12,"shallow",1,10,6
"1",6,"Cymathere triplicata",190,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"1",6,"Cymathere triplicata",210,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"1",6,"Cymathere triplicata",14,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"1",6,"Cymathere triplicata",225,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"1",6,"Hedophyllum nigripes",12,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",203,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",187,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",168,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",34,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",59,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",110,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",108,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",161,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",149,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Cymathere triplicata",36,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Costaria costata",114,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Costaria costata",99,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Costaria costata",102,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"2",6.1,"Costaria costata",121,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",94,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",104,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",149,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",182,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",78,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",154,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",182,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Cymathere triplicata",196,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Hedophyllum nigripes",54,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"3",6.2,"Hedophyllum nigripes",95,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Cymathere triplicata",185,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Pleurophycus gardneri",68,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Pleurophycus gardneri",58,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Pleurophycus gardneri",67,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Pleurophycus gardneri",51,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Laminaria setchellii",139,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Laminaria setchellii",165,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Laminaria setchellii",180,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"4",5.9,"Laminaria setchellii",221,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",152,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",284,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",196,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",222,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",252,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",211,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",190,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",224,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Cymathere triplicata",276,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Laminaria setchellii",135,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Laminaria setchellii",136,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Laminaria setchellii",114,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Laminaria setchellii",122,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Laminaria setchellii",107,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Laminaria setchellii",98,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"5",5.9,"Laminaria setchellii",57,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"6",5.7,"Cymathere triplicata",77,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"6",5.7,"Cymathere triplicata",102,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
"6",5.7,"Cymathere triplicata",112,"Masset","Haida Gwaii","Haida",2024-08-14,"deep",4,35,6
