survey_id,observer,quadrat,depth_m,common_name,species_name,abundance,,,,,,,,,,,,,,,,,
17,AEA,4,8.3,Orange sea cucumber,Cucumaria miniata,4,,,,,,,,,,,,,,,,,
17,AEA,4,8.3,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
17,AEA,4,8.3,Purple sea urchin,Strongylocentrotus purpuratus,4,,,,,,,,,,,,,,,,,
17,AEA,4,8.3,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
17,AEA,5,8.4,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
17,CMA,1,,Orange sea cucumber,Cucumaria miniata,9,,,,,,,,,,,,,,,,,
17,CMA,1,,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
17,CMA,2,,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
17,CMA,2,,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
17,CMA,3,,Orange sea cucumber,Cucumaria miniata,13,,,,,,,,,,,,,,,,,
17,CMA,3,,Red sea urchin,Mesocentrotus franciscanus,6,,,,,,,,,,,,,,,,,
17,CMA,4,,Orange sea cucumber,Cucumaria miniata,8,,,,,,,,,,,,,,,,,
17,CMA,4,,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
17,CMA,4,,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
19,CMA,2,,Orange sea cucumber,Cucumaria miniata,9,,,,,,,,,,,,,,,,,
19,CMA,2,,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
19,CMA,3,,Orange sea cucumber,Cucumaria miniata,4,,,,,,,,,,,,,,,,,
19,CMA,3,,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
19,CMA,3,,California sea cucumber,Apostichopus californicus,3,,,,,,,,,,,,,,,,,
19,CMA,3,,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
19,CMA,4,,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
19,CMA,4,,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
19,CMA,4,,California sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
19,CMA,5,,Orange sea cucumber,Cucumaria miniata,4,,,,,,,,,,,,,,,,,
19,CMA,5,,Red sea urchin,Mesocentrotus franciscanus,5,,,,,,,,,,,,,,,,,
19,CMA,5,,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
20,CMA,1,3.9,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
20,CMA,1,3.9,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
20,CMA,2,3.7,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
20,CMA,2,3.7,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
20,CMA,3,3.4,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
20,CMA,3,3.4,California sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
20,CMA,4,3.3,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
20,CMA,5,3.8,Orange sea cucumber,Cucumaria miniata,8,,,,,,,,,,,,,,,,,
20,CMA,5,3.8,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
20,CMA,5,3.8,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
18,AEA,1,3,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
18,AEA,2,3.8,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
18,AEA,3,3.5,Purple sea urchin,Strongylocentrotus purpuratus,2,,,,,,,,,,,,,,,,,
18,AEA,3,3.5,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
18,AEA,4,3.9,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
18,AEA,5,4.1,Purple sea urchin,Strongylocentrotus purpuratus,1,,,,,,,,,,,,,,,,,
20,AEA,1,3.9,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
20,AEA,2,3.9,Orange sea cucumber,Cucumaria miniata,4,,,,,,,,,,,,,,,,,
20,AEA,3,3.8,Orange sea cucumber,Cucumaria miniata,8,,,,,,,,,,,,,,,,,
20,AEA,4,3.6,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
20,AEA,5,3.8,Purple sea urchin,Strongylocentrotus purpuratus,1,,,,,,,,,,,,,,,,,
20,AEA,5,3.8,Leafy hornmouth,Ceratostoma foliatum,1,,,,,,,,,,,,,,,,,
18,CMA,1,3.7,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
18,CMA,2,3.6,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
18,CMA,2,3.6,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
18,CMA,3,3.8,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
18,CMA,3,3.8,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
18,CMA,4,3.8,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
18,CMA,4,3.8,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
18,CMA,4,3.8,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
18,CMA,5,4,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
18,CMA,5,4,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
19,AEA,1,6,California sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
19,AEA,2,6.8,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
19,AEA,3,6.4,Purple sea urchin,Apostichopus californicus,4,,,,,,,,,,,,,,,,,
19,AEA,3,7.1,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
19,AEA,3,7.1,Green sea urchin,Strongylocentrotus droebachiensis,3,,,,,,,,,,,,,,,,,
19,AEA,4,6.2,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
21,CMA,2,5.8,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
21,CMA,3,5.6,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
21,CMA,3,5.6,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
21,CMA,4,5.6,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
21,AEA,3,5.4,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
21,AEA,3,5.4,Graceful kelp crab,Pugettia gracilis,3,,,,,,,,,,,,,,,,,
21,AEA,4,6.1,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
22,CMA,2,3.1,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
22,CMA,3,2.8,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
22,CMA,3,2.8,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
22,CMA,4,2.7,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
22,CMA,5,2.8,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
22,AEA,1,3.8,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
22,AEA,3,3.1,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
22,AEA,4,3,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
22,AEA,5,3,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
23,CMA,1,7.8,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
23,CMA,2,7.6,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
23,CMA,5,6.8,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
23,AEA,1,8.2,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
23,AEA,2,8,Graceful kelp crab,Pugettia gracilis,6,,,,,,,,,,,,,,,,,
23,AEA,2,8,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
23,AEA,3,7,Graceful kelp crab,Pugettia gracilis,2,,,,,,,,,,,,,,,,,
23,AEA,4,7.1,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
23,AEA,5,6.8,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
23,AEA,5,6.8,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
24,CMA,1,5.2,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
24,CMA,2,5.2,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
24,AEA,1,5.5,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
24,AEA,2,5,Graceful kelp crab,Pugettia gracilis,2,,,,,,,,,,,,,,,,,
24,AEA,3,5.1,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
24,AEA,3,5.1,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
24,AEA,3,5.1,Dusky turban snail,Tegula pulligo,1,,,,,,,,,,,,,,,,,
24,AEA,4,5.5,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
24,AEA,4,5.5,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
24,AEA,5,5.4,Graceful kelp crab,Pugettia gracilis,3,,,,,,,,,,,,,,,,,
25,CMA,3,8.3,Red sea urchin,Mesocentrotus franciscanus,2,,,,,,,,,,,,,,,,,
25,AEA,1,8.8,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
25,AEA,4,8.5,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
25,AEA,5,8.1,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
25,AEA,5,8.1,Dusky turban snail,Tegula pulligo,4,,,,,,,,,,,,,,,,,
26,CMA,2,5.9,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
26,CMA,3,6.3,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
26,AEA,2,6.4,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
26,AEA,4,6.6,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
27,AEA,1,7.8,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
27,AEA,1,7.8,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
27,AEA,1,7.8,Purple sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
27,AEA,2,7.6,Orange sea cucumber,Cucumaria miniata,8,,,,,,,,,,,,,,,,,
27,AEA,2,7.6,Purple sea urchin,Strongylocentrotus purpuratus,5,,,,,,,,,,,,,,,,,
27,AEA,2,7.6,Green sea urchin,Strongylocentrotus droebachiensis,3,,,,,,,,,,,,,,,,,
27,AEA,3,7.7,Red sea urchin,Mesocentrotus franciscanus,2,,,,,,,,,,,,,,,,,
27,AEA,3,7.7,Purple sea urchin,Strongylocentrotus purpuratus,4,,,,,,,,,,,,,,,,,
27,AEA,3,7.7,Green sea urchin,Strongylocentrotus droebachiensis,4,,,,,,,,,,,,,,,,,
27,AEA,3,7.7,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
27,AEA,3,7.7,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
27,AEA,4,8.1,Purple sea urchin,Strongylocentrotus purpuratus,4,,,,,,,,,,,,,,,,,
27,AEA,4,8.1,Blood star,Henricia spp.,2,,,,,,,,,,,,,,,,,
27,AEA,5,7.8,Orange sea cucumber,Cucumaria miniata,5,,,,,,,,,,,,,,,,,
27,AEA,5,7.8,Red sea urchin,Mesocentrotus franciscanus,7,,,,,,,,,,,,,,,,,
27,AEA,5,7.8,Purple sea urchin,Strongylocentrotus purpuratus,8,,,,,,,,,,,,,,,,,
27,AEA,5,7.8,California sea cucumber,Apostichopus californicus,38,,,,,,,,,,,,,,,,,
27,CMA,1,7.8,California sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
27,CMA,1,7.8,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
27,CMA,1,7.8,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
27,CMA,2,7.6,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
27,CMA,2,7.6,Red sea urchin,Mesocentrotus franciscanus,2,,,,,,,,,,,,,,,,,
27,CMA,2,7.6,Purple sea urchin,Strongylocentrotus purpuratus,1,,,,,,,,,,,,,,,,,
27,CMA,2,7.6,Northern abalone,Haliotis kamtschatkana,1,,,,,,,,,,,,,,,,,
27,CMA,3,7.5,California sea cucumber,Apostichopus californicus,3,,,,,,,,,,,,,,,,,
27,CMA,3,7.5,Blood star,Henricia spp.,2,,,,,,,,,,,,,,,,,
27,CMA,3,7.5,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
27,CMA,3,7.5,Red sea urchin,Mesocentrotus franciscanus,5,,,,,,,,,,,,,,,,,
27,CMA,3,7.5,Purple sea urchin,Strongylocentrotus purpuratus,1,,,,,,,,,,,,,,,,,
27,CMA,3,7.5,Northern abalone,Haliotis kamtschatkana,1,,,,,,,,,,,,,,,,,
27,CMA,3,7.5,Black turban snail,Tegula pulligo,3,,,,,,,,,,,,,,,,,
27,CMA,4,8.1,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
27,CMA,4,8.1,Red sea urchin,Mesocentrotus franciscanus,3,,,,,,,,,,,,,,,,,
27,CMA,4,8.1,Purple sea urchin,Strongylocentrotus purpuratus,1,,,,,,,,,,,,,,,,,
27,CMA,4,8.1,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
27,CMA,5,7.8,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
27,CMA,5,7.8,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
27,CMA,5,7.8,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
28,CMA,5,5.7,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
29,AEA,1,3,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
29,AEA,1,3,Blood star,Henricia spp.,2,,,,,,,,,,,,,,,,,
29,AEA,3,3.2,Orange sea cucumber,Cucumaria miniata,4,,,,,,,,,,,,,,,,,
29,AEA,3,3.2,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
29,AEA,4,3.3,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
29,CMA,3,2.5,Blood star,Henricia spp.,2,,,,,,,,,,,,,,,,,
29,CMA,5,2.9,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
30,CMA,3,2.4,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
